CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F989,F991,F992,F993,F994,F995,
,,,,,Car or van availability : Total\ Car or van availability - Unit : Households,Car or van availability : No cars or vans in household - Unit : Households,Car or van availability : 1 car or van in household - Unit : Households,Car or van availability : 2 cars or vans in household - Unit : Households,Car or van availability : 3 cars or vans in household - Unit : Households,Car or van availability : 4 or more cars or vans in household - Unit : Households,
116783,E00058036,E00058036,Output Areas and Small Areas,OASA,111,20,44,41,5,1,
116784,E00058037,E00058037,Output Areas and Small Areas,OASA,120,17,53,42,6,2,
116785,E00058038,E00058038,Output Areas and Small Areas,OASA,123,51,54,14,3,1,
116786,E00058039,E00058039,Output Areas and Small Areas,OASA,170,33,79,52,5,1,
116787,E00058040,E00058040,Output Areas and Small Areas,OASA,166,87,69,9,1,0,
116788,E00058041,E00058041,Output Areas and Small Areas,OASA,160,7,55,84,11,3,
116789,E00058042,E00058042,Output Areas and Small Areas,OASA,248,86,113,39,9,1,
116790,E00058043,E00058043,Output Areas and Small Areas,OASA,135,31,64,32,7,1,
116791,E00058044,E00058044,Output Areas and Small Areas,OASA,141,18,65,46,10,2,
116792,E00058045,E00058045,Output Areas and Small Areas,OASA,126,53,39,28,4,2,
116793,E00058047,E00058047,Output Areas and Small Areas,OASA,128,19,60,42,5,2,
116794,E00058048,E00058048,Output Areas and Small Areas,OASA,125,9,53,50,11,2,
116795,E00058049,E00058049,Output Areas and Small Areas,OASA,118,31,48,30,8,1,
116796,E00058050,E00058050,Output Areas and Small Areas,OASA,137,59,47,29,1,1,
116797,E00058051,E00058051,Output Areas and Small Areas,OASA,125,16,70,34,4,1,
116798,E00058052,E00058052,Output Areas and Small Areas,OASA,109,15,58,32,2,2,
116799,E00058053,E00058053,Output Areas and Small Areas,OASA,128,20,59,39,8,2,
116800,E00058054,E00058054,Output Areas and Small Areas,OASA,116,10,59,42,5,0,
116801,E00058055,E00058055,Output Areas and Small Areas,OASA,154,21,82,39,9,3,
116802,E00058056,E00058056,Output Areas and Small Areas,OASA,130,28,60,38,4,0,
116803,E00058057,E00058057,Output Areas and Small Areas,OASA,163,29,67,55,7,5,
116804,E00058058,E00058058,Output Areas and Small Areas,OASA,101,8,31,52,7,3,
116805,E00058059,E00058059,Output Areas and Small Areas,OASA,151,13,56,68,8,6,
116806,E00058060,E00058060,Output Areas and Small Areas,OASA,127,21,58,37,9,2,
116807,E00058061,E00058061,Output Areas and Small Areas,OASA,138,20,69,38,9,2,
116808,E00058062,E00058062,Output Areas and Small Areas,OASA,143,18,74,39,8,4,
116809,E00058063,E00058063,Output Areas and Small Areas,OASA,116,12,50,43,7,4,
116810,E00058064,E00058064,Output Areas and Small Areas,OASA,129,9,65,44,8,3,
116811,E00058065,E00058065,Output Areas and Small Areas,OASA,84,40,31,12,1,0,
116812,E00058066,E00058066,Output Areas and Small Areas,OASA,124,46,45,31,2,0,
116813,E00058067,E00058067,Output Areas and Small Areas,OASA,125,40,50,31,1,3,
116814,E00058068,E00058068,Output Areas and Small Areas,OASA,141,14,75,40,12,0,
116815,E00058069,E00058069,Output Areas and Small Areas,OASA,122,6,60,45,9,2,
116816,E00058070,E00058070,Output Areas and Small Areas,OASA,134,19,65,43,5,2,
116817,E00058071,E00058071,Output Areas and Small Areas,OASA,114,17,56,35,5,1,
116818,E00058072,E00058072,Output Areas and Small Areas,OASA,148,18,74,46,9,1,
116819,E00058073,E00058073,Output Areas and Small Areas,OASA,208,32,102,60,9,5,
116820,E00058074,E00058074,Output Areas and Small Areas,OASA,120,16,56,37,10,1,
116821,E00058075,E00058075,Output Areas and Small Areas,OASA,126,42,53,23,5,3,
116822,E00058076,E00058076,Output Areas and Small Areas,OASA,117,4,46,50,11,6,
116823,E00058077,E00058077,Output Areas and Small Areas,OASA,118,12,48,48,8,2,
116824,E00058078,E00058078,Output Areas and Small Areas,OASA,160,6,83,60,9,2,
116825,E00058079,E00058079,Output Areas and Small Areas,OASA,104,4,30,53,13,4,
116826,E00058080,E00058080,Output Areas and Small Areas,OASA,141,35,72,31,1,2,
116827,E00058081,E00058081,Output Areas and Small Areas,OASA,132,38,59,31,4,0,
116828,E00058082,E00058082,Output Areas and Small Areas,OASA,187,29,87,62,5,4,
116829,E00058083,E00058083,Output Areas and Small Areas,OASA,136,53,59,21,2,1,
116830,E00058084,E00058084,Output Areas and Small Areas,OASA,121,34,61,22,2,2,
116831,E00058086,E00058086,Output Areas and Small Areas,OASA,169,35,91,33,8,2,
116832,E00058087,E00058087,Output Areas and Small Areas,OASA,138,52,61,21,4,0,
116833,E00058088,E00058088,Output Areas and Small Areas,OASA,135,38,67,28,2,0,
116834,E00058089,E00058089,Output Areas and Small Areas,OASA,138,39,61,26,11,1,
116835,E00058090,E00058090,Output Areas and Small Areas,OASA,169,14,87,60,7,1,
116836,E00058091,E00058091,Output Areas and Small Areas,OASA,175,37,98,36,3,1,
116837,E00058092,E00058092,Output Areas and Small Areas,OASA,132,36,64,26,5,1,
116838,E00058093,E00058093,Output Areas and Small Areas,OASA,118,18,59,36,5,0,
116839,E00058094,E00058094,Output Areas and Small Areas,OASA,142,31,72,29,7,3,
116840,E00058095,E00058095,Output Areas and Small Areas,OASA,134,19,65,39,7,4,
116841,E00058096,E00058096,Output Areas and Small Areas,OASA,138,34,61,38,4,1,
116842,E00058097,E00058097,Output Areas and Small Areas,OASA,132,60,56,14,2,0,
116843,E00058098,E00058098,Output Areas and Small Areas,OASA,150,28,76,38,6,2,
116844,E00058099,E00058099,Output Areas and Small Areas,OASA,113,6,41,53,12,1,
116845,E00058100,E00058100,Output Areas and Small Areas,OASA,127,22,70,30,4,1,
116846,E00058101,E00058101,Output Areas and Small Areas,OASA,129,7,38,62,17,5,
116847,E00058102,E00058102,Output Areas and Small Areas,OASA,130,16,64,37,12,1,
116848,E00058103,E00058103,Output Areas and Small Areas,OASA,133,16,70,38,9,0,
116849,E00058104,E00058104,Output Areas and Small Areas,OASA,133,16,70,41,5,1,
116850,E00058105,E00058105,Output Areas and Small Areas,OASA,128,6,55,55,11,1,
116851,E00058106,E00058106,Output Areas and Small Areas,OASA,119,8,72,36,3,0,
116852,E00058107,E00058107,Output Areas and Small Areas,OASA,110,3,42,49,13,3,
116853,E00058108,E00058108,Output Areas and Small Areas,OASA,117,41,57,16,3,0,
116854,E00058109,E00058109,Output Areas and Small Areas,OASA,111,22,54,26,7,2,
116855,E00058110,E00058110,Output Areas and Small Areas,OASA,137,27,52,47,9,2,
116856,E00058111,E00058111,Output Areas and Small Areas,OASA,200,44,110,44,0,2,
116857,E00058112,E00058112,Output Areas and Small Areas,OASA,143,23,81,35,2,2,
116858,E00058113,E00058113,Output Areas and Small Areas,OASA,132,43,59,27,2,1,
116859,E00058114,E00058114,Output Areas and Small Areas,OASA,122,28,74,17,3,0,
116860,E00058115,E00058115,Output Areas and Small Areas,OASA,141,18,63,51,7,2,
116861,E00058116,E00058116,Output Areas and Small Areas,OASA,114,64,43,6,1,0,
116862,E00058117,E00058117,Output Areas and Small Areas,OASA,132,32,75,22,2,1,
116863,E00058118,E00058118,Output Areas and Small Areas,OASA,128,63,39,23,3,0,
116864,E00058119,E00058119,Output Areas and Small Areas,OASA,105,42,42,17,2,2,
116865,E00058120,E00058120,Output Areas and Small Areas,OASA,114,31,55,22,4,2,
116866,E00058121,E00058121,Output Areas and Small Areas,OASA,178,16,84,65,11,2,
116867,E00058122,E00058122,Output Areas and Small Areas,OASA,129,40,60,24,4,1,
116868,E00058123,E00058123,Output Areas and Small Areas,OASA,124,38,59,24,2,1,
116869,E00058124,E00058124,Output Areas and Small Areas,OASA,81,37,35,7,2,0,
116870,E00058125,E00058125,Output Areas and Small Areas,OASA,126,26,62,34,4,0,
116871,E00058126,E00058126,Output Areas and Small Areas,OASA,120,23,46,43,4,4,
116872,E00058127,E00058127,Output Areas and Small Areas,OASA,142,35,65,35,5,2,
116873,E00058128,E00058128,Output Areas and Small Areas,OASA,139,4,45,67,14,9,
116874,E00058129,E00058129,Output Areas and Small Areas,OASA,136,16,67,39,13,1,
116875,E00058130,E00058130,Output Areas and Small Areas,OASA,157,9,71,70,6,1,
116876,E00058131,E00058131,Output Areas and Small Areas,OASA,112,7,38,57,8,2,
116877,E00058132,E00058132,Output Areas and Small Areas,OASA,172,21,75,58,14,4,
116878,E00058133,E00058133,Output Areas and Small Areas,OASA,120,3,35,63,10,9,
116879,E00058134,E00058134,Output Areas and Small Areas,OASA,125,34,57,29,3,2,
116880,E00058135,E00058135,Output Areas and Small Areas,OASA,135,18,63,45,7,2,
116881,E00058136,E00058136,Output Areas and Small Areas,OASA,124,12,38,64,8,2,
116882,E00058137,E00058137,Output Areas and Small Areas,OASA,114,22,56,33,1,2,
116883,E00058138,E00058138,Output Areas and Small Areas,OASA,134,18,57,50,8,1,
116884,E00058139,E00058139,Output Areas and Small Areas,OASA,126,38,58,28,2,0,
116885,E00058140,E00058140,Output Areas and Small Areas,OASA,129,44,68,17,0,0,
116886,E00058141,E00058141,Output Areas and Small Areas,OASA,112,30,53,25,4,0,
116887,E00058142,E00058142,Output Areas and Small Areas,OASA,127,49,50,25,1,2,
116888,E00058143,E00058143,Output Areas and Small Areas,OASA,130,4,34,65,23,4,
116889,E00058144,E00058144,Output Areas and Small Areas,OASA,130,33,59,29,7,2,
116890,E00058145,E00058145,Output Areas and Small Areas,OASA,124,8,41,60,10,5,
116891,E00058146,E00058146,Output Areas and Small Areas,OASA,131,19,49,53,7,3,
116892,E00058147,E00058147,Output Areas and Small Areas,OASA,111,42,44,22,3,0,
116893,E00058148,E00058148,Output Areas and Small Areas,OASA,126,9,74,33,7,3,
116894,E00058149,E00058149,Output Areas and Small Areas,OASA,123,15,56,46,3,3,
116895,E00058150,E00058150,Output Areas and Small Areas,OASA,131,16,69,40,5,1,
116896,E00058151,E00058151,Output Areas and Small Areas,OASA,111,39,38,29,4,1,
116897,E00058152,E00058152,Output Areas and Small Areas,OASA,144,55,54,27,8,0,
116898,E00058153,E00058153,Output Areas and Small Areas,OASA,133,27,79,24,2,1,
116899,E00058154,E00058154,Output Areas and Small Areas,OASA,138,12,68,47,9,2,
116900,E00058155,E00058155,Output Areas and Small Areas,OASA,125,16,68,38,1,2,
116901,E00058156,E00058156,Output Areas and Small Areas,OASA,139,14,52,59,11,3,
116902,E00058157,E00058157,Output Areas and Small Areas,OASA,135,19,66,41,8,1,
116903,E00058158,E00058158,Output Areas and Small Areas,OASA,125,17,48,41,15,4,
116904,E00058159,E00058159,Output Areas and Small Areas,OASA,122,43,50,22,4,3,
116905,E00058160,E00058160,Output Areas and Small Areas,OASA,124,18,44,51,9,2,
116906,E00058161,E00058161,Output Areas and Small Areas,OASA,150,34,68,35,10,3,
116907,E00058162,E00058162,Output Areas and Small Areas,OASA,118,13,63,37,5,0,
116908,E00058163,E00058163,Output Areas and Small Areas,OASA,136,14,46,62,9,5,
116909,E00058164,E00058164,Output Areas and Small Areas,OASA,146,21,61,57,6,1,
116910,E00058165,E00058165,Output Areas and Small Areas,OASA,166,25,57,75,8,1,
116911,E00058166,E00058166,Output Areas and Small Areas,OASA,108,15,49,29,13,2,
116912,E00058167,E00058167,Output Areas and Small Areas,OASA,115,15,58,32,5,5,
116913,E00058168,E00058168,Output Areas and Small Areas,OASA,139,23,69,40,6,1,
116914,E00058169,E00058169,Output Areas and Small Areas,OASA,143,23,73,42,3,2,
116915,E00058170,E00058170,Output Areas and Small Areas,OASA,122,25,65,30,2,0,
116916,E00058171,E00058171,Output Areas and Small Areas,OASA,115,17,51,34,11,2,
116917,E00058172,E00058172,Output Areas and Small Areas,OASA,134,3,27,73,24,7,
116918,E00058173,E00058173,Output Areas and Small Areas,OASA,128,3,47,66,10,2,
116919,E00058174,E00058174,Output Areas and Small Areas,OASA,110,29,50,25,2,4,
116920,E00058175,E00058175,Output Areas and Small Areas,OASA,140,67,54,17,1,1,
116921,E00058177,E00058177,Output Areas and Small Areas,OASA,125,68,44,12,1,0,
116922,E00058178,E00058178,Output Areas and Small Areas,OASA,161,77,57,26,1,0,
116923,E00058179,E00058179,Output Areas and Small Areas,OASA,113,6,45,56,6,0,
116924,E00058180,E00058180,Output Areas and Small Areas,OASA,115,33,52,26,3,1,
116925,E00058181,E00058181,Output Areas and Small Areas,OASA,148,55,55,31,6,1,
116926,E00058182,E00058182,Output Areas and Small Areas,OASA,132,19,70,37,3,3,
116927,E00058183,E00058183,Output Areas and Small Areas,OASA,122,14,54,47,7,0,
116928,E00058184,E00058184,Output Areas and Small Areas,OASA,134,43,69,21,0,1,
116929,E00058185,E00058185,Output Areas and Small Areas,OASA,117,37,49,27,3,1,
116930,E00058186,E00058186,Output Areas and Small Areas,OASA,124,16,72,28,7,1,
116931,E00058187,E00058187,Output Areas and Small Areas,OASA,130,51,59,17,3,0,
116932,E00058188,E00058188,Output Areas and Small Areas,OASA,122,11,61,49,1,0,
116933,E00058189,E00058189,Output Areas and Small Areas,OASA,173,124,42,5,0,2,
116934,E00058190,E00058190,Output Areas and Small Areas,OASA,106,7,46,49,2,2,
116935,E00058191,E00058191,Output Areas and Small Areas,OASA,197,74,89,30,3,1,
116936,E00058192,E00058192,Output Areas and Small Areas,OASA,120,75,35,10,0,0,
116937,E00058193,E00058193,Output Areas and Small Areas,OASA,122,10,57,44,9,2,
116938,E00058194,E00058194,Output Areas and Small Areas,OASA,108,11,57,32,6,2,
116939,E00058195,E00058195,Output Areas and Small Areas,OASA,117,40,61,16,0,0,
116940,E00058196,E00058196,Output Areas and Small Areas,OASA,136,58,50,27,0,1,
116941,E00058197,E00058197,Output Areas and Small Areas,OASA,108,22,58,25,2,1,
116942,E00058199,E00058199,Output Areas and Small Areas,OASA,136,43,66,24,2,1,
116943,E00058200,E00058200,Output Areas and Small Areas,OASA,151,31,89,27,4,0,
116944,E00058201,E00058201,Output Areas and Small Areas,OASA,125,66,51,8,0,0,
116945,E00058202,E00058202,Output Areas and Small Areas,OASA,121,15,66,35,5,0,
116946,E00058204,E00058204,Output Areas and Small Areas,OASA,123,47,57,14,4,1,
116947,E00058205,E00058205,Output Areas and Small Areas,OASA,205,62,90,47,2,4,
116948,E00058206,E00058206,Output Areas and Small Areas,OASA,118,33,53,26,6,0,
116949,E00058207,E00058207,Output Areas and Small Areas,OASA,147,37,66,35,7,2,
116950,E00058208,E00058208,Output Areas and Small Areas,OASA,144,59,56,27,1,1,
116951,E00058209,E00058209,Output Areas and Small Areas,OASA,139,19,69,38,10,3,
116952,E00058210,E00058210,Output Areas and Small Areas,OASA,111,3,36,64,5,3,
116953,E00058211,E00058211,Output Areas and Small Areas,OASA,127,62,46,18,1,0,
116954,E00058212,E00058212,Output Areas and Small Areas,OASA,103,14,43,35,9,2,
116955,E00058213,E00058213,Output Areas and Small Areas,OASA,121,71,41,6,2,1,
116956,E00058214,E00058214,Output Areas and Small Areas,OASA,188,55,96,36,1,0,
116957,E00058215,E00058215,Output Areas and Small Areas,OASA,168,40,95,29,3,1,
116958,E00058216,E00058216,Output Areas and Small Areas,OASA,151,77,54,17,3,0,
116959,E00058217,E00058217,Output Areas and Small Areas,OASA,137,36,75,23,2,1,
116960,E00058218,E00058218,Output Areas and Small Areas,OASA,100,44,36,17,3,0,
116961,E00058219,E00058219,Output Areas and Small Areas,OASA,131,51,61,15,4,0,
116962,E00058220,E00058220,Output Areas and Small Areas,OASA,167,42,87,33,3,2,
116963,E00058221,E00058221,Output Areas and Small Areas,OASA,112,14,57,38,1,2,
116964,E00058222,E00058222,Output Areas and Small Areas,OASA,165,83,63,18,1,0,
116965,E00058223,E00058223,Output Areas and Small Areas,OASA,133,6,50,67,6,4,
116966,E00058224,E00058224,Output Areas and Small Areas,OASA,129,54,48,24,2,1,
116967,E00058225,E00058225,Output Areas and Small Areas,OASA,249,28,119,85,14,3,
116968,E00058226,E00058226,Output Areas and Small Areas,OASA,138,52,42,35,8,1,
116969,E00058227,E00058227,Output Areas and Small Areas,OASA,117,32,55,27,2,1,
116970,E00058228,E00058228,Output Areas and Small Areas,OASA,104,21,54,23,4,2,
116971,E00058229,E00058229,Output Areas and Small Areas,OASA,104,27,40,34,2,1,
116972,E00058230,E00058230,Output Areas and Small Areas,OASA,145,79,61,5,0,0,
116973,E00058231,E00058231,Output Areas and Small Areas,OASA,113,37,57,18,1,0,
116974,E00058232,E00058232,Output Areas and Small Areas,OASA,128,76,39,13,0,0,
116975,E00058233,E00058233,Output Areas and Small Areas,OASA,145,43,79,19,4,0,
116976,E00058234,E00058234,Output Areas and Small Areas,OASA,126,2,18,81,20,5,
116977,E00058235,E00058235,Output Areas and Small Areas,OASA,116,7,53,41,8,7,
116978,E00058236,E00058236,Output Areas and Small Areas,OASA,144,13,62,45,17,7,
116979,E00058237,E00058237,Output Areas and Small Areas,OASA,122,9,49,52,10,2,
116980,E00058238,E00058238,Output Areas and Small Areas,OASA,112,2,35,63,7,5,
116981,E00058239,E00058239,Output Areas and Small Areas,OASA,126,13,64,38,10,1,
116982,E00058240,E00058240,Output Areas and Small Areas,OASA,129,5,37,69,15,3,
116983,E00058241,E00058241,Output Areas and Small Areas,OASA,111,12,47,43,7,2,
116984,E00058242,E00058242,Output Areas and Small Areas,OASA,107,8,59,35,5,0,
116985,E00058243,E00058243,Output Areas and Small Areas,OASA,111,20,50,34,7,0,
116986,E00058244,E00058244,Output Areas and Small Areas,OASA,114,11,58,37,5,3,
116987,E00058245,E00058245,Output Areas and Small Areas,OASA,132,40,73,16,3,0,
116988,E00058246,E00058246,Output Areas and Small Areas,OASA,104,8,54,28,9,5,
116989,E00058247,E00058247,Output Areas and Small Areas,OASA,113,15,57,34,4,3,
116990,E00058248,E00058248,Output Areas and Small Areas,OASA,109,12,50,37,7,3,
116991,E00058249,E00058249,Output Areas and Small Areas,OASA,116,10,52,46,5,3,
116992,E00058250,E00058250,Output Areas and Small Areas,OASA,126,32,74,16,3,1,
116993,E00058251,E00058251,Output Areas and Small Areas,OASA,118,14,57,41,6,0,
116994,E00058252,E00058252,Output Areas and Small Areas,OASA,135,42,53,32,6,2,
116995,E00058253,E00058253,Output Areas and Small Areas,OASA,131,42,55,31,3,0,
116996,E00058254,E00058254,Output Areas and Small Areas,OASA,105,42,42,19,1,1,
116997,E00058255,E00058255,Output Areas and Small Areas,OASA,130,29,64,31,5,1,
116998,E00058256,E00058256,Output Areas and Small Areas,OASA,117,68,34,13,2,0,
116999,E00058257,E00058257,Output Areas and Small Areas,OASA,100,48,40,11,1,0,
117000,E00058258,E00058258,Output Areas and Small Areas,OASA,123,57,56,9,0,1,
117001,E00058259,E00058259,Output Areas and Small Areas,OASA,130,35,73,22,0,0,
117002,E00058260,E00058260,Output Areas and Small Areas,OASA,136,54,68,12,2,0,
117003,E00058261,E00058261,Output Areas and Small Areas,OASA,133,59,55,17,2,0,
117004,E00058262,E00058262,Output Areas and Small Areas,OASA,186,120,51,13,2,0,
117005,E00058263,E00058263,Output Areas and Small Areas,OASA,173,135,34,4,0,0,
117006,E00058264,E00058264,Output Areas and Small Areas,OASA,108,34,57,12,3,2,
117007,E00058265,E00058265,Output Areas and Small Areas,OASA,110,33,52,23,1,1,
117008,E00058266,E00058266,Output Areas and Small Areas,OASA,56,2,20,22,5,7,
117009,E00058267,E00058267,Output Areas and Small Areas,OASA,111,7,21,56,17,10,
117010,E00058268,E00058268,Output Areas and Small Areas,OASA,120,3,50,56,10,1,
117011,E00058269,E00058269,Output Areas and Small Areas,OASA,119,12,45,55,5,2,
117012,E00058270,E00058270,Output Areas and Small Areas,OASA,125,9,45,55,14,2,
117013,E00058271,E00058271,Output Areas and Small Areas,OASA,119,23,57,32,7,0,
117014,E00058272,E00058272,Output Areas and Small Areas,OASA,115,11,31,59,12,2,
117015,E00058273,E00058273,Output Areas and Small Areas,OASA,124,18,68,33,3,2,
117016,E00058274,E00058274,Output Areas and Small Areas,OASA,117,7,50,48,11,1,
117017,E00058275,E00058275,Output Areas and Small Areas,OASA,129,10,39,69,7,4,
117018,E00058276,E00058276,Output Areas and Small Areas,OASA,110,7,75,24,2,2,
117019,E00058277,E00058277,Output Areas and Small Areas,OASA,111,37,47,21,5,1,
117020,E00058278,E00058278,Output Areas and Small Areas,OASA,117,8,53,46,8,2,
117021,E00058279,E00058279,Output Areas and Small Areas,OASA,122,11,58,48,4,1,
117022,E00058280,E00058280,Output Areas and Small Areas,OASA,103,9,49,38,6,1,
117023,E00058281,E00058281,Output Areas and Small Areas,OASA,131,9,81,36,3,2,
117024,E00058282,E00058282,Output Areas and Small Areas,OASA,113,9,54,36,13,1,
117025,E00058283,E00058283,Output Areas and Small Areas,OASA,115,11,47,41,10,6,
117026,E00058284,E00058284,Output Areas and Small Areas,OASA,111,5,49,47,10,0,
117027,E00058285,E00058285,Output Areas and Small Areas,OASA,90,23,51,14,0,2,
117028,E00058286,E00058286,Output Areas and Small Areas,OASA,100,26,59,12,3,0,
117029,E00058287,E00058287,Output Areas and Small Areas,OASA,165,12,59,71,17,6,
117030,E00058288,E00058288,Output Areas and Small Areas,OASA,122,14,33,67,7,1,
117031,E00058289,E00058289,Output Areas and Small Areas,OASA,111,12,49,38,10,2,
117032,E00058290,E00058290,Output Areas and Small Areas,OASA,111,11,43,43,9,5,
117033,E00058291,E00058291,Output Areas and Small Areas,OASA,118,12,71,35,0,0,
117034,E00058292,E00058292,Output Areas and Small Areas,OASA,118,9,42,56,9,2,
117035,E00058293,E00058293,Output Areas and Small Areas,OASA,124,6,61,45,11,1,
117036,E00058294,E00058294,Output Areas and Small Areas,OASA,133,31,54,36,7,5,
117037,E00058295,E00058295,Output Areas and Small Areas,OASA,155,9,54,64,19,9,
117038,E00058296,E00058296,Output Areas and Small Areas,OASA,131,8,34,67,10,12,
117039,E00058297,E00058297,Output Areas and Small Areas,OASA,121,4,22,64,23,8,
117040,E00058298,E00058298,Output Areas and Small Areas,OASA,131,13,46,51,14,7,
117041,E00058299,E00058299,Output Areas and Small Areas,OASA,121,3,39,52,15,12,
117042,E00058300,E00058300,Output Areas and Small Areas,OASA,132,12,63,44,11,2,
117043,E00058301,E00058301,Output Areas and Small Areas,OASA,123,18,68,26,10,1,
117044,E00058302,E00058302,Output Areas and Small Areas,OASA,114,6,23,71,4,10,
117045,E00058303,E00058303,Output Areas and Small Areas,OASA,126,14,53,47,11,1,
117046,E00058304,E00058304,Output Areas and Small Areas,OASA,132,26,59,38,9,0,
117047,E00058305,E00058305,Output Areas and Small Areas,OASA,110,33,52,23,1,1,
117048,E00058306,E00058306,Output Areas and Small Areas,OASA,126,21,56,40,8,1,
117049,E00058307,E00058307,Output Areas and Small Areas,OASA,114,15,68,24,5,2,
117050,E00058308,E00058308,Output Areas and Small Areas,OASA,136,8,55,59,13,1,
117051,E00058309,E00058309,Output Areas and Small Areas,OASA,133,15,70,42,4,2,
117052,E00058310,E00058310,Output Areas and Small Areas,OASA,127,18,55,41,9,4,
117053,E00058311,E00058311,Output Areas and Small Areas,OASA,120,21,53,37,7,2,
117054,E00058312,E00058312,Output Areas and Small Areas,OASA,86,10,38,31,5,2,
117055,E00058313,E00058313,Output Areas and Small Areas,OASA,133,15,54,55,6,3,
117056,E00058314,E00058314,Output Areas and Small Areas,OASA,129,31,43,43,10,2,
117057,E00058315,E00058315,Output Areas and Small Areas,OASA,125,29,46,36,12,2,
117058,E00058317,E00058317,Output Areas and Small Areas,OASA,136,40,61,30,4,1,
117059,E00058318,E00058318,Output Areas and Small Areas,OASA,114,12,62,36,4,0,
117060,E00058319,E00058319,Output Areas and Small Areas,OASA,113,9,35,49,13,7,
117061,E00058320,E00058320,Output Areas and Small Areas,OASA,106,4,33,51,12,6,
117062,E00058321,E00058321,Output Areas and Small Areas,OASA,120,20,38,52,8,2,
117063,E00058322,E00058322,Output Areas and Small Areas,OASA,122,17,47,49,9,0,
117064,E00058323,E00058323,Output Areas and Small Areas,OASA,122,6,34,67,13,2,
117065,E00058325,E00058325,Output Areas and Small Areas,OASA,148,9,75,52,12,0,
117066,E00058326,E00058326,Output Areas and Small Areas,OASA,126,10,25,74,14,3,
117067,E00058327,E00058327,Output Areas and Small Areas,OASA,165,7,54,74,18,12,
117068,E00058328,E00058328,Output Areas and Small Areas,OASA,127,13,44,59,7,4,
117069,E00058329,E00058329,Output Areas and Small Areas,OASA,131,19,69,39,3,1,
117070,E00058330,E00058330,Output Areas and Small Areas,OASA,129,7,37,69,12,4,
117071,E00058331,E00058331,Output Areas and Small Areas,OASA,133,0,38,75,14,6,
117072,E00058332,E00058332,Output Areas and Small Areas,OASA,72,5,28,26,10,3,
117073,E00058333,E00058333,Output Areas and Small Areas,OASA,134,16,66,44,8,0,
117074,E00058334,E00058334,Output Areas and Small Areas,OASA,137,28,78,25,5,1,
117075,E00058335,E00058335,Output Areas and Small Areas,OASA,144,61,56,23,4,0,
117076,E00058336,E00058336,Output Areas and Small Areas,OASA,122,20,59,35,7,1,
117077,E00058337,E00058337,Output Areas and Small Areas,OASA,140,25,75,28,9,3,
117078,E00058338,E00058338,Output Areas and Small Areas,OASA,135,21,60,42,11,1,
117079,E00058339,E00058339,Output Areas and Small Areas,OASA,109,16,50,34,8,1,
117080,E00058340,E00058340,Output Areas and Small Areas,OASA,171,15,77,66,12,1,
117081,E00058341,E00058341,Output Areas and Small Areas,OASA,114,9,49,45,7,4,
117082,E00058342,E00058342,Output Areas and Small Areas,OASA,87,20,40,19,7,1,
117083,E00058343,E00058343,Output Areas and Small Areas,OASA,108,20,53,26,6,3,
117084,E00058344,E00058344,Output Areas and Small Areas,OASA,137,13,57,62,2,3,
117085,E00058345,E00058345,Output Areas and Small Areas,OASA,124,44,42,27,7,4,
117086,E00058346,E00058346,Output Areas and Small Areas,OASA,139,29,77,30,3,0,
117087,E00058347,E00058347,Output Areas and Small Areas,OASA,116,6,40,56,13,1,
117088,E00058348,E00058348,Output Areas and Small Areas,OASA,131,18,58,50,2,3,
117089,E00058349,E00058349,Output Areas and Small Areas,OASA,121,40,51,23,5,2,
117090,E00058350,E00058350,Output Areas and Small Areas,OASA,132,21,63,42,6,0,
117091,E00058351,E00058351,Output Areas and Small Areas,OASA,127,41,62,23,0,1,
117092,E00058352,E00058352,Output Areas and Small Areas,OASA,160,84,65,10,1,0,
117093,E00058353,E00058353,Output Areas and Small Areas,OASA,101,40,38,17,3,3,
117094,E00058354,E00058354,Output Areas and Small Areas,OASA,170,34,85,48,3,0,
117095,E00058355,E00058355,Output Areas and Small Areas,OASA,129,25,65,33,5,1,
117096,E00058356,E00058356,Output Areas and Small Areas,OASA,170,39,84,42,4,1,
117097,E00058357,E00058357,Output Areas and Small Areas,OASA,128,29,53,41,5,0,
117098,E00058358,E00058358,Output Areas and Small Areas,OASA,123,17,71,28,7,0,
117099,E00058359,E00058359,Output Areas and Small Areas,OASA,135,34,65,32,2,2,
117100,E00058360,E00058360,Output Areas and Small Areas,OASA,119,28,62,26,2,1,
117101,E00058361,E00058361,Output Areas and Small Areas,OASA,142,35,66,32,6,3,
117102,E00058362,E00058362,Output Areas and Small Areas,OASA,142,48,48,36,7,3,
117103,E00058363,E00058363,Output Areas and Small Areas,OASA,127,26,51,37,9,4,
117104,E00058364,E00058364,Output Areas and Small Areas,OASA,148,14,56,56,17,5,
117105,E00058365,E00058365,Output Areas and Small Areas,OASA,114,21,49,32,8,4,
117106,E00058366,E00058366,Output Areas and Small Areas,OASA,139,16,63,43,13,4,
117107,E00058367,E00058367,Output Areas and Small Areas,OASA,139,21,62,46,6,4,
117108,E00058368,E00058368,Output Areas and Small Areas,OASA,111,4,54,40,12,1,
117109,E00058369,E00058369,Output Areas and Small Areas,OASA,154,13,74,57,8,2,
117110,E00058370,E00058370,Output Areas and Small Areas,OASA,101,37,40,19,4,1,
