CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F989,F991,F992,F993,F994,F995,
,,,,,Car or van availability : Total\ Car or van availability - Unit : Households,Car or van availability : No cars or vans in household - Unit : Households,Car or van availability : 1 car or van in household - Unit : Households,Car or van availability : 2 cars or vans in household - Unit : Households,Car or van availability : 3 cars or vans in household - Unit : Households,Car or van availability : 4 or more cars or vans in household - Unit : Households,
116134,E00057358,E00057358,Output Areas and Small Areas,OASA,91,8,37,39,6,1,
116135,E00057359,E00057359,Output Areas and Small Areas,OASA,98,12,36,41,8,1,
116136,E00057360,E00057360,Output Areas and Small Areas,OASA,149,9,55,72,10,3,
116137,E00057361,E00057361,Output Areas and Small Areas,OASA,118,4,46,54,14,0,
116138,E00057362,E00057362,Output Areas and Small Areas,OASA,86,7,41,28,8,2,
116139,E00057363,E00057363,Output Areas and Small Areas,OASA,140,85,43,9,3,0,
116140,E00057364,E00057364,Output Areas and Small Areas,OASA,122,68,47,6,1,0,
116141,E00057365,E00057365,Output Areas and Small Areas,OASA,100,17,47,29,7,0,
116142,E00057366,E00057366,Output Areas and Small Areas,OASA,127,35,66,25,1,0,
116143,E00057367,E00057367,Output Areas and Small Areas,OASA,112,18,45,41,7,1,
116144,E00057368,E00057368,Output Areas and Small Areas,OASA,117,55,43,18,1,0,
116145,E00057369,E00057369,Output Areas and Small Areas,OASA,114,32,60,20,2,0,
116146,E00057370,E00057370,Output Areas and Small Areas,OASA,145,52,71,21,1,0,
116147,E00057371,E00057371,Output Areas and Small Areas,OASA,118,26,62,25,5,0,
116148,E00057372,E00057372,Output Areas and Small Areas,OASA,128,10,51,56,9,2,
116149,E00057374,E00057374,Output Areas and Small Areas,OASA,133,28,59,33,11,2,
116150,E00057375,E00057375,Output Areas and Small Areas,OASA,140,17,60,52,9,2,
116151,E00057376,E00057376,Output Areas and Small Areas,OASA,129,21,58,40,9,1,
116152,E00057377,E00057377,Output Areas and Small Areas,OASA,132,42,61,25,4,0,
116153,E00057378,E00057378,Output Areas and Small Areas,OASA,126,14,50,45,14,3,
116154,E00057379,E00057379,Output Areas and Small Areas,OASA,141,10,65,54,8,4,
116155,E00057380,E00057380,Output Areas and Small Areas,OASA,119,6,40,60,10,3,
116156,E00057382,E00057382,Output Areas and Small Areas,OASA,127,18,45,49,12,3,
116157,E00057383,E00057383,Output Areas and Small Areas,OASA,116,29,62,22,3,0,
116158,E00057384,E00057384,Output Areas and Small Areas,OASA,128,16,63,38,7,4,
116159,E00057385,E00057385,Output Areas and Small Areas,OASA,135,68,45,19,2,1,
116160,E00057386,E00057386,Output Areas and Small Areas,OASA,119,13,60,38,5,3,
116161,E00057387,E00057387,Output Areas and Small Areas,OASA,111,36,60,12,3,0,
116162,E00057388,E00057388,Output Areas and Small Areas,OASA,124,36,68,17,3,0,
116163,E00057389,E00057389,Output Areas and Small Areas,OASA,124,40,62,19,3,0,
116164,E00057390,E00057390,Output Areas and Small Areas,OASA,138,19,66,46,5,2,
116165,E00057391,E00057391,Output Areas and Small Areas,OASA,122,42,43,32,3,2,
116166,E00057392,E00057392,Output Areas and Small Areas,OASA,117,29,54,24,8,2,
116167,E00057393,E00057393,Output Areas and Small Areas,OASA,135,36,65,24,6,4,
116168,E00057394,E00057394,Output Areas and Small Areas,OASA,136,52,67,16,1,0,
116169,E00057395,E00057395,Output Areas and Small Areas,OASA,125,20,52,49,4,0,
116170,E00057396,E00057396,Output Areas and Small Areas,OASA,134,6,70,48,7,3,
116171,E00057397,E00057397,Output Areas and Small Areas,OASA,125,27,44,49,5,0,
116172,E00057398,E00057398,Output Areas and Small Areas,OASA,120,32,54,29,5,0,
116173,E00057399,E00057399,Output Areas and Small Areas,OASA,152,5,58,72,14,3,
116174,E00057400,E00057400,Output Areas and Small Areas,OASA,145,13,52,61,12,7,
116175,E00057401,E00057401,Output Areas and Small Areas,OASA,151,16,61,61,10,3,
116176,E00057402,E00057402,Output Areas and Small Areas,OASA,94,39,41,13,1,0,
116177,E00057403,E00057403,Output Areas and Small Areas,OASA,109,13,40,45,10,1,
116178,E00057404,E00057404,Output Areas and Small Areas,OASA,114,45,48,18,3,0,
116179,E00057405,E00057405,Output Areas and Small Areas,OASA,127,25,72,19,9,2,
116180,E00057406,E00057406,Output Areas and Small Areas,OASA,142,6,49,66,12,9,
116181,E00057407,E00057407,Output Areas and Small Areas,OASA,106,40,44,19,3,0,
116182,E00057408,E00057408,Output Areas and Small Areas,OASA,126,4,62,50,5,5,
116183,E00057409,E00057409,Output Areas and Small Areas,OASA,140,18,62,48,10,2,
116184,E00057410,E00057410,Output Areas and Small Areas,OASA,125,12,61,40,11,1,
116185,E00057411,E00057411,Output Areas and Small Areas,OASA,135,14,50,64,6,1,
116186,E00057412,E00057412,Output Areas and Small Areas,OASA,119,20,56,35,8,0,
116187,E00057413,E00057413,Output Areas and Small Areas,OASA,137,29,77,28,1,2,
116188,E00057414,E00057414,Output Areas and Small Areas,OASA,129,13,46,57,9,4,
116189,E00057415,E00057415,Output Areas and Small Areas,OASA,117,44,50,17,3,3,
116190,E00057416,E00057416,Output Areas and Small Areas,OASA,124,14,58,42,6,4,
116191,E00057417,E00057417,Output Areas and Small Areas,OASA,128,8,56,54,8,2,
116192,E00057418,E00057418,Output Areas and Small Areas,OASA,137,13,49,56,12,7,
116193,E00057419,E00057419,Output Areas and Small Areas,OASA,117,18,50,41,4,4,
116194,E00057420,E00057420,Output Areas and Small Areas,OASA,135,13,60,52,6,4,
116195,E00057421,E00057421,Output Areas and Small Areas,OASA,124,20,43,46,8,7,
116196,E00057422,E00057422,Output Areas and Small Areas,OASA,121,5,42,61,7,6,
116197,E00057423,E00057423,Output Areas and Small Areas,OASA,130,12,42,61,14,1,
116198,E00057424,E00057424,Output Areas and Small Areas,OASA,120,18,47,46,7,2,
116199,E00057425,E00057425,Output Areas and Small Areas,OASA,127,22,54,40,9,2,
116200,E00057426,E00057426,Output Areas and Small Areas,OASA,148,47,52,41,8,0,
116201,E00057427,E00057427,Output Areas and Small Areas,OASA,104,19,49,30,4,2,
116202,E00057428,E00057428,Output Areas and Small Areas,OASA,98,16,33,36,8,5,
116203,E00057429,E00057429,Output Areas and Small Areas,OASA,93,19,34,32,7,1,
116204,E00057430,E00057430,Output Areas and Small Areas,OASA,120,11,54,46,7,2,
116205,E00057431,E00057431,Output Areas and Small Areas,OASA,169,38,67,53,8,3,
116206,E00057432,E00057432,Output Areas and Small Areas,OASA,118,18,52,37,9,2,
116207,E00057433,E00057433,Output Areas and Small Areas,OASA,110,11,54,33,10,2,
116208,E00057434,E00057434,Output Areas and Small Areas,OASA,123,31,61,25,5,1,
116209,E00057435,E00057435,Output Areas and Small Areas,OASA,122,54,49,13,4,2,
116210,E00057436,E00057436,Output Areas and Small Areas,OASA,100,35,46,13,5,1,
116211,E00057437,E00057437,Output Areas and Small Areas,OASA,119,24,58,33,3,1,
116212,E00057438,E00057438,Output Areas and Small Areas,OASA,119,7,61,43,5,3,
116213,E00057439,E00057439,Output Areas and Small Areas,OASA,143,70,56,15,2,0,
116214,E00057440,E00057440,Output Areas and Small Areas,OASA,106,24,53,23,6,0,
116215,E00057441,E00057441,Output Areas and Small Areas,OASA,137,19,65,42,9,2,
116216,E00057442,E00057442,Output Areas and Small Areas,OASA,115,26,63,19,7,0,
116217,E00057443,E00057443,Output Areas and Small Areas,OASA,110,23,56,29,2,0,
116218,E00057444,E00057444,Output Areas and Small Areas,OASA,124,27,67,27,2,1,
116219,E00057445,E00057445,Output Areas and Small Areas,OASA,114,10,50,44,8,2,
116220,E00057446,E00057446,Output Areas and Small Areas,OASA,123,4,76,33,7,3,
116221,E00057447,E00057447,Output Areas and Small Areas,OASA,117,28,50,28,9,2,
116222,E00057448,E00057448,Output Areas and Small Areas,OASA,143,26,83,30,3,1,
116223,E00057449,E00057449,Output Areas and Small Areas,OASA,126,40,51,27,7,1,
116224,E00057450,E00057450,Output Areas and Small Areas,OASA,131,29,62,30,8,2,
116225,E00057451,E00057451,Output Areas and Small Areas,OASA,112,8,54,36,11,3,
116226,E00057452,E00057452,Output Areas and Small Areas,OASA,95,7,44,33,9,2,
116227,E00057453,E00057453,Output Areas and Small Areas,OASA,122,38,48,28,5,3,
116228,E00057454,E00057454,Output Areas and Small Areas,OASA,123,41,48,29,3,2,
116229,E00057455,E00057455,Output Areas and Small Areas,OASA,124,33,47,36,8,0,
116230,E00057456,E00057456,Output Areas and Small Areas,OASA,107,23,58,22,4,0,
116231,E00057457,E00057457,Output Areas and Small Areas,OASA,111,37,56,17,1,0,
116232,E00057458,E00057458,Output Areas and Small Areas,OASA,105,5,56,38,5,1,
116233,E00057459,E00057459,Output Areas and Small Areas,OASA,138,29,68,34,5,2,
116234,E00057460,E00057460,Output Areas and Small Areas,OASA,178,33,91,48,3,3,
116235,E00057461,E00057461,Output Areas and Small Areas,OASA,115,27,49,30,6,3,
116236,E00057462,E00057462,Output Areas and Small Areas,OASA,121,17,64,32,5,3,
116237,E00057463,E00057463,Output Areas and Small Areas,OASA,118,14,55,40,9,0,
116238,E00057464,E00057464,Output Areas and Small Areas,OASA,119,22,63,26,5,3,
116239,E00057465,E00057465,Output Areas and Small Areas,OASA,132,10,59,56,6,1,
116240,E00057466,E00057466,Output Areas and Small Areas,OASA,82,31,40,9,2,0,
116241,E00057467,E00057467,Output Areas and Small Areas,OASA,124,31,47,33,9,4,
116242,E00057468,E00057468,Output Areas and Small Areas,OASA,216,20,86,86,20,4,
116243,E00057469,E00057469,Output Areas and Small Areas,OASA,126,30,51,35,9,1,
116244,E00057470,E00057470,Output Areas and Small Areas,OASA,127,30,47,40,7,3,
116245,E00057471,E00057471,Output Areas and Small Areas,OASA,107,32,48,20,7,0,
116246,E00057472,E00057472,Output Areas and Small Areas,OASA,129,47,58,19,4,1,
116247,E00057473,E00057473,Output Areas and Small Areas,OASA,158,9,73,60,10,6,
116248,E00057474,E00057474,Output Areas and Small Areas,OASA,118,26,49,34,5,4,
116249,E00057475,E00057475,Output Areas and Small Areas,OASA,131,18,57,46,7,3,
116250,E00057476,E00057476,Output Areas and Small Areas,OASA,116,8,56,42,7,3,
116251,E00057477,E00057477,Output Areas and Small Areas,OASA,125,48,48,17,8,4,
116252,E00057478,E00057478,Output Areas and Small Areas,OASA,121,38,51,27,5,0,
116253,E00057479,E00057479,Output Areas and Small Areas,OASA,109,41,57,11,0,0,
116254,E00057480,E00057480,Output Areas and Small Areas,OASA,120,23,55,34,5,3,
116255,E00057481,E00057481,Output Areas and Small Areas,OASA,136,53,51,30,2,0,
116256,E00057482,E00057482,Output Areas and Small Areas,OASA,114,28,57,27,2,0,
116257,E00057483,E00057483,Output Areas and Small Areas,OASA,126,23,67,30,6,0,
116258,E00057484,E00057484,Output Areas and Small Areas,OASA,120,43,50,21,6,0,
116259,E00057485,E00057485,Output Areas and Small Areas,OASA,132,18,56,41,11,6,
116260,E00057486,E00057486,Output Areas and Small Areas,OASA,122,19,59,34,9,1,
116261,E00057487,E00057487,Output Areas and Small Areas,OASA,129,12,63,43,8,3,
116262,E00057488,E00057488,Output Areas and Small Areas,OASA,106,52,34,18,2,0,
116263,E00057489,E00057489,Output Areas and Small Areas,OASA,111,23,56,27,5,0,
116264,E00057490,E00057490,Output Areas and Small Areas,OASA,135,29,60,36,7,3,
116265,E00057491,E00057491,Output Areas and Small Areas,OASA,128,29,60,27,8,4,
116266,E00057492,E00057492,Output Areas and Small Areas,OASA,129,37,57,27,6,2,
116267,E00057493,E00057493,Output Areas and Small Areas,OASA,141,51,58,27,4,1,
116268,E00057494,E00057494,Output Areas and Small Areas,OASA,122,27,53,37,5,0,
116269,E00057495,E00057495,Output Areas and Small Areas,OASA,133,19,68,34,10,2,
116270,E00057496,E00057496,Output Areas and Small Areas,OASA,139,39,63,28,8,1,
116271,E00057497,E00057497,Output Areas and Small Areas,OASA,129,33,60,31,5,0,
116272,E00057498,E00057498,Output Areas and Small Areas,OASA,149,28,66,44,8,3,
116273,E00057499,E00057499,Output Areas and Small Areas,OASA,122,10,40,56,11,5,
116274,E00057500,E00057500,Output Areas and Small Areas,OASA,110,25,58,20,5,2,
116275,E00057501,E00057501,Output Areas and Small Areas,OASA,162,42,71,45,3,1,
116276,E00057502,E00057502,Output Areas and Small Areas,OASA,124,16,53,47,5,3,
116277,E00057503,E00057503,Output Areas and Small Areas,OASA,168,44,86,30,5,3,
116278,E00057504,E00057504,Output Areas and Small Areas,OASA,149,27,71,40,10,1,
116279,E00057505,E00057505,Output Areas and Small Areas,OASA,123,23,50,40,9,1,
116280,E00057506,E00057506,Output Areas and Small Areas,OASA,122,21,62,27,9,3,
116281,E00057507,E00057507,Output Areas and Small Areas,OASA,115,27,52,29,5,2,
116282,E00057508,E00057508,Output Areas and Small Areas,OASA,107,20,50,30,4,3,
116283,E00057509,E00057509,Output Areas and Small Areas,OASA,129,29,56,34,10,0,
116284,E00057510,E00057510,Output Areas and Small Areas,OASA,112,25,57,26,3,1,
116285,E00057511,E00057511,Output Areas and Small Areas,OASA,113,24,48,30,10,1,
116286,E00057512,E00057512,Output Areas and Small Areas,OASA,115,16,55,35,7,2,
116287,E00057513,E00057513,Output Areas and Small Areas,OASA,124,23,80,17,2,2,
116288,E00057514,E00057514,Output Areas and Small Areas,OASA,108,38,42,26,0,2,
116289,E00057515,E00057515,Output Areas and Small Areas,OASA,118,53,46,13,2,4,
116290,E00057516,E00057516,Output Areas and Small Areas,OASA,100,24,47,27,2,0,
116291,E00057517,E00057517,Output Areas and Small Areas,OASA,124,40,69,14,1,0,
116292,E00057518,E00057518,Output Areas and Small Areas,OASA,121,23,59,35,3,1,
116293,E00057519,E00057519,Output Areas and Small Areas,OASA,133,56,59,15,3,0,
116294,E00057520,E00057520,Output Areas and Small Areas,OASA,115,19,55,29,11,1,
116295,E00057521,E00057521,Output Areas and Small Areas,OASA,107,15,50,36,5,1,
116296,E00057522,E00057522,Output Areas and Small Areas,OASA,111,17,44,39,7,4,
116297,E00057523,E00057523,Output Areas and Small Areas,OASA,124,36,71,17,0,0,
116298,E00057524,E00057524,Output Areas and Small Areas,OASA,122,22,58,34,6,2,
116299,E00057525,E00057525,Output Areas and Small Areas,OASA,127,36,70,18,3,0,
116300,E00057526,E00057526,Output Areas and Small Areas,OASA,146,14,80,48,4,0,
116301,E00057527,E00057527,Output Areas and Small Areas,OASA,129,42,54,23,9,1,
116302,E00057528,E00057528,Output Areas and Small Areas,OASA,118,11,53,46,6,2,
116303,E00057529,E00057529,Output Areas and Small Areas,OASA,128,18,60,38,10,2,
116304,E00057530,E00057530,Output Areas and Small Areas,OASA,125,22,54,40,7,2,
116305,E00057531,E00057531,Output Areas and Small Areas,OASA,138,29,71,32,6,0,
116306,E00057532,E00057532,Output Areas and Small Areas,OASA,102,49,42,11,0,0,
116307,E00057533,E00057533,Output Areas and Small Areas,OASA,129,20,62,42,5,0,
116308,E00057534,E00057534,Output Areas and Small Areas,OASA,135,41,60,30,3,1,
116309,E00057535,E00057535,Output Areas and Small Areas,OASA,121,10,51,43,15,2,
116310,E00057536,E00057536,Output Areas and Small Areas,OASA,127,52,53,19,3,0,
116311,E00057537,E00057537,Output Areas and Small Areas,OASA,109,9,51,38,9,2,
116312,E00057538,E00057538,Output Areas and Small Areas,OASA,158,47,72,27,8,4,
116313,E00057539,E00057539,Output Areas and Small Areas,OASA,108,23,48,31,6,0,
116314,E00057540,E00057540,Output Areas and Small Areas,OASA,117,21,54,36,6,0,
116315,E00057541,E00057541,Output Areas and Small Areas,OASA,122,18,61,36,5,2,
116316,E00057542,E00057542,Output Areas and Small Areas,OASA,131,20,78,28,4,1,
116317,E00057543,E00057543,Output Areas and Small Areas,OASA,145,15,71,48,10,1,
116318,E00057544,E00057544,Output Areas and Small Areas,OASA,127,15,53,48,10,1,
116319,E00057545,E00057545,Output Areas and Small Areas,OASA,115,33,65,14,3,0,
116320,E00057546,E00057546,Output Areas and Small Areas,OASA,113,29,61,21,2,0,
116321,E00057547,E00057547,Output Areas and Small Areas,OASA,122,27,64,26,3,2,
116322,E00057548,E00057548,Output Areas and Small Areas,OASA,114,19,56,31,7,1,
116323,E00057549,E00057549,Output Areas and Small Areas,OASA,121,23,64,32,2,0,
116324,E00057550,E00057550,Output Areas and Small Areas,OASA,140,16,80,37,5,2,
116325,E00057551,E00057551,Output Areas and Small Areas,OASA,121,10,54,48,7,2,
116326,E00057552,E00057552,Output Areas and Small Areas,OASA,124,7,53,54,8,2,
116327,E00057553,E00057553,Output Areas and Small Areas,OASA,125,22,63,37,2,1,
116328,E00057554,E00057554,Output Areas and Small Areas,OASA,131,14,48,57,9,3,
116329,E00057555,E00057555,Output Areas and Small Areas,OASA,118,26,60,26,6,0,
116330,E00057556,E00057556,Output Areas and Small Areas,OASA,110,25,48,26,8,3,
116331,E00057557,E00057557,Output Areas and Small Areas,OASA,123,6,63,44,8,2,
116332,E00057558,E00057558,Output Areas and Small Areas,OASA,129,27,72,23,5,2,
116333,E00057559,E00057559,Output Areas and Small Areas,OASA,153,20,78,48,5,2,
116334,E00057560,E00057560,Output Areas and Small Areas,OASA,130,7,56,48,13,6,
116335,E00057561,E00057561,Output Areas and Small Areas,OASA,130,37,63,26,4,0,
116336,E00057562,E00057562,Output Areas and Small Areas,OASA,136,30,76,26,3,1,
116337,E00057563,E00057563,Output Areas and Small Areas,OASA,108,16,66,21,3,2,
116338,E00057564,E00057564,Output Areas and Small Areas,OASA,131,53,52,25,1,0,
116339,E00057565,E00057565,Output Areas and Small Areas,OASA,91,33,46,12,0,0,
116340,E00057566,E00057566,Output Areas and Small Areas,OASA,125,22,62,30,8,3,
116341,E00057567,E00057567,Output Areas and Small Areas,OASA,122,47,54,13,8,0,
116342,E00057568,E00057568,Output Areas and Small Areas,OASA,124,48,57,11,5,3,
116343,E00057570,E00057570,Output Areas and Small Areas,OASA,134,51,57,21,2,3,
116344,E00057571,E00057571,Output Areas and Small Areas,OASA,124,74,42,7,1,0,
116345,E00057573,E00057573,Output Areas and Small Areas,OASA,124,85,34,5,0,0,
116346,E00057574,E00057574,Output Areas and Small Areas,OASA,128,81,40,6,1,0,
116347,E00057575,E00057575,Output Areas and Small Areas,OASA,113,61,46,6,0,0,
116348,E00057576,E00057576,Output Areas and Small Areas,OASA,107,68,32,6,1,0,
116349,E00057577,E00057577,Output Areas and Small Areas,OASA,143,72,49,16,6,0,
116350,E00057578,E00057578,Output Areas and Small Areas,OASA,130,51,47,24,4,4,
116351,E00057579,E00057579,Output Areas and Small Areas,OASA,116,30,52,32,2,0,
116352,E00057580,E00057580,Output Areas and Small Areas,OASA,129,24,68,29,5,3,
116353,E00057581,E00057581,Output Areas and Small Areas,OASA,130,74,44,11,1,0,
116354,E00057582,E00057582,Output Areas and Small Areas,OASA,110,46,47,11,2,4,
116355,E00057583,E00057583,Output Areas and Small Areas,OASA,102,39,45,16,2,0,
116356,E00057584,E00057584,Output Areas and Small Areas,OASA,128,51,58,15,4,0,
116357,E00057585,E00057585,Output Areas and Small Areas,OASA,108,53,49,5,1,0,
116358,E00057586,E00057586,Output Areas and Small Areas,OASA,96,58,25,10,3,0,
116359,E00057587,E00057587,Output Areas and Small Areas,OASA,111,70,33,7,1,0,
116360,E00057589,E00057589,Output Areas and Small Areas,OASA,165,92,57,12,4,0,
116361,E00057590,E00057590,Output Areas and Small Areas,OASA,99,57,30,8,4,0,
116362,E00057591,E00057591,Output Areas and Small Areas,OASA,120,63,42,13,2,0,
116363,E00057592,E00057592,Output Areas and Small Areas,OASA,155,86,56,11,1,1,
116364,E00057593,E00057593,Output Areas and Small Areas,OASA,121,67,47,7,0,0,
116365,E00057594,E00057594,Output Areas and Small Areas,OASA,116,54,45,14,1,2,
116366,E00057595,E00057595,Output Areas and Small Areas,OASA,127,67,56,4,0,0,
116367,E00057596,E00057596,Output Areas and Small Areas,OASA,103,60,30,9,4,0,
116368,E00057597,E00057597,Output Areas and Small Areas,OASA,198,128,64,6,0,0,
116369,E00057598,E00057598,Output Areas and Small Areas,OASA,190,124,52,13,1,0,
116370,E00057599,E00057599,Output Areas and Small Areas,OASA,95,48,37,9,1,0,
116371,E00057600,E00057600,Output Areas and Small Areas,OASA,115,61,46,8,0,0,
116372,E00057601,E00057601,Output Areas and Small Areas,OASA,131,77,41,10,1,2,
116373,E00057602,E00057602,Output Areas and Small Areas,OASA,104,41,48,13,1,1,
116374,E00057603,E00057603,Output Areas and Small Areas,OASA,122,76,42,3,0,1,
116375,E00057604,E00057604,Output Areas and Small Areas,OASA,114,70,34,8,2,0,
116376,E00057605,E00057605,Output Areas and Small Areas,OASA,114,77,28,8,1,0,
116377,E00057606,E00057606,Output Areas and Small Areas,OASA,124,82,36,4,2,0,
116378,E00057607,E00057607,Output Areas and Small Areas,OASA,159,96,59,4,0,0,
116379,E00057608,E00057608,Output Areas and Small Areas,OASA,103,45,44,12,1,1,
116380,E00057609,E00057609,Output Areas and Small Areas,OASA,96,53,35,6,1,1,
116381,E00057610,E00057610,Output Areas and Small Areas,OASA,121,73,37,7,3,1,
116382,E00057611,E00057611,Output Areas and Small Areas,OASA,114,83,29,2,0,0,
116383,E00057612,E00057612,Output Areas and Small Areas,OASA,136,82,45,7,2,0,
116384,E00057613,E00057613,Output Areas and Small Areas,OASA,123,73,43,5,2,0,
116385,E00057614,E00057614,Output Areas and Small Areas,OASA,154,107,40,7,0,0,
116386,E00057615,E00057615,Output Areas and Small Areas,OASA,147,91,42,14,0,0,
116387,E00057616,E00057616,Output Areas and Small Areas,OASA,144,86,50,7,1,0,
116388,E00057617,E00057617,Output Areas and Small Areas,OASA,117,62,51,3,1,0,
116389,E00057618,E00057618,Output Areas and Small Areas,OASA,118,82,31,5,0,0,
116390,E00057619,E00057619,Output Areas and Small Areas,OASA,145,71,53,17,4,0,
116391,E00057620,E00057620,Output Areas and Small Areas,OASA,135,27,70,33,5,0,
116392,E00057621,E00057621,Output Areas and Small Areas,OASA,149,43,73,30,2,1,
116393,E00057622,E00057622,Output Areas and Small Areas,OASA,105,17,48,31,7,2,
116394,E00057623,E00057623,Output Areas and Small Areas,OASA,115,37,54,20,3,1,
116395,E00057624,E00057624,Output Areas and Small Areas,OASA,105,32,44,23,6,0,
116396,E00057625,E00057625,Output Areas and Small Areas,OASA,136,22,82,24,7,1,
116397,E00057626,E00057626,Output Areas and Small Areas,OASA,123,47,47,26,3,0,
116398,E00057627,E00057627,Output Areas and Small Areas,OASA,107,39,44,19,5,0,
116399,E00057628,E00057628,Output Areas and Small Areas,OASA,131,70,41,11,6,3,
116400,E00057629,E00057629,Output Areas and Small Areas,OASA,119,74,33,10,2,0,
116401,E00057630,E00057630,Output Areas and Small Areas,OASA,111,59,32,16,4,0,
116402,E00057631,E00057631,Output Areas and Small Areas,OASA,91,52,29,6,4,0,
116403,E00057632,E00057632,Output Areas and Small Areas,OASA,108,70,21,11,5,1,
116404,E00057633,E00057633,Output Areas and Small Areas,OASA,94,52,35,4,1,2,
116405,E00057634,E00057634,Output Areas and Small Areas,OASA,141,26,62,49,3,1,
116406,E00057635,E00057635,Output Areas and Small Areas,OASA,80,21,31,16,5,7,
116407,E00057637,E00057637,Output Areas and Small Areas,OASA,121,51,32,26,8,4,
116408,E00057638,E00057638,Output Areas and Small Areas,OASA,104,47,28,14,7,8,
116409,E00057639,E00057639,Output Areas and Small Areas,OASA,167,58,69,24,8,8,
116410,E00057641,E00057641,Output Areas and Small Areas,OASA,138,79,49,8,1,1,
116411,E00057642,E00057642,Output Areas and Small Areas,OASA,188,99,68,13,7,1,
116412,E00057643,E00057643,Output Areas and Small Areas,OASA,133,39,61,26,3,4,
116413,E00057645,E00057645,Output Areas and Small Areas,OASA,145,69,40,19,11,6,
116414,E00057646,E00057646,Output Areas and Small Areas,OASA,105,53,38,7,6,1,
116415,E00057647,E00057647,Output Areas and Small Areas,OASA,96,54,24,12,4,2,
116416,E00057648,E00057648,Output Areas and Small Areas,OASA,142,63,44,19,10,6,
116417,E00057649,E00057649,Output Areas and Small Areas,OASA,117,43,41,16,11,6,
116418,E00057650,E00057650,Output Areas and Small Areas,OASA,148,65,41,29,6,7,
116419,E00057651,E00057651,Output Areas and Small Areas,OASA,98,40,26,21,8,3,
116420,E00057652,E00057652,Output Areas and Small Areas,OASA,80,25,19,20,12,4,
116421,E00057653,E00057653,Output Areas and Small Areas,OASA,97,36,40,12,7,2,
116422,E00057654,E00057654,Output Areas and Small Areas,OASA,123,38,44,23,12,6,
116423,E00057655,E00057655,Output Areas and Small Areas,OASA,113,28,48,26,5,6,
116424,E00057656,E00057656,Output Areas and Small Areas,OASA,49,30,10,7,2,0,
116425,E00057657,E00057657,Output Areas and Small Areas,OASA,106,48,30,17,5,6,
116426,E00057658,E00057658,Output Areas and Small Areas,OASA,110,41,39,20,8,2,
116427,E00057659,E00057659,Output Areas and Small Areas,OASA,105,48,38,13,5,1,
116428,E00057660,E00057660,Output Areas and Small Areas,OASA,45,30,11,4,0,0,
116429,E00057661,E00057661,Output Areas and Small Areas,OASA,114,46,25,26,7,10,
116430,E00057662,E00057662,Output Areas and Small Areas,OASA,117,59,39,12,5,2,
116431,E00057663,E00057663,Output Areas and Small Areas,OASA,110,45,30,26,6,3,
116432,E00057664,E00057664,Output Areas and Small Areas,OASA,94,50,25,12,4,3,
116433,E00057665,E00057665,Output Areas and Small Areas,OASA,90,42,29,13,3,3,
116434,E00057666,E00057666,Output Areas and Small Areas,OASA,138,84,39,12,2,1,
116435,E00057667,E00057667,Output Areas and Small Areas,OASA,73,57,9,4,3,0,
116436,E00057668,E00057668,Output Areas and Small Areas,OASA,71,39,22,7,1,2,
116437,E00057669,E00057669,Output Areas and Small Areas,OASA,133,74,54,5,0,0,
116438,E00057670,E00057670,Output Areas and Small Areas,OASA,85,55,26,4,0,0,
116439,E00057671,E00057671,Output Areas and Small Areas,OASA,71,26,30,14,1,0,
116440,E00057672,E00057672,Output Areas and Small Areas,OASA,118,45,58,13,2,0,
116441,E00057673,E00057673,Output Areas and Small Areas,OASA,163,33,92,29,8,1,
116442,E00057674,E00057674,Output Areas and Small Areas,OASA,99,31,48,15,4,1,
116443,E00057675,E00057675,Output Areas and Small Areas,OASA,89,34,41,11,3,0,
116444,E00057676,E00057676,Output Areas and Small Areas,OASA,104,48,43,10,3,0,
116445,E00057679,E00057679,Output Areas and Small Areas,OASA,71,25,23,15,6,2,
116446,E00057680,E00057680,Output Areas and Small Areas,OASA,93,53,30,9,0,1,
116447,E00057681,E00057681,Output Areas and Small Areas,OASA,185,62,72,38,7,6,
116448,E00057682,E00057682,Output Areas and Small Areas,OASA,125,37,40,29,13,6,
116449,E00057683,E00057683,Output Areas and Small Areas,OASA,77,23,33,13,7,1,
116450,E00057684,E00057684,Output Areas and Small Areas,OASA,45,11,19,7,4,4,
116451,E00057685,E00057685,Output Areas and Small Areas,OASA,99,50,37,9,2,1,
116452,E00057686,E00057686,Output Areas and Small Areas,OASA,104,32,33,18,12,9,
116453,E00057687,E00057687,Output Areas and Small Areas,OASA,40,10,14,6,4,6,
116454,E00057689,E00057689,Output Areas and Small Areas,OASA,125,34,46,26,14,5,
116455,E00057690,E00057690,Output Areas and Small Areas,OASA,120,38,50,18,8,6,
116456,E00057691,E00057691,Output Areas and Small Areas,OASA,112,47,31,19,11,4,
116457,E00057692,E00057692,Output Areas and Small Areas,OASA,121,41,49,22,6,3,
116458,E00057693,E00057693,Output Areas and Small Areas,OASA,98,39,44,8,6,1,
116459,E00057695,E00057695,Output Areas and Small Areas,OASA,78,30,22,14,7,5,
116460,E00057696,E00057696,Output Areas and Small Areas,OASA,99,32,44,21,2,0,
116461,E00057697,E00057697,Output Areas and Small Areas,OASA,114,51,40,20,3,0,
