CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,Dependent children : With dependent children - Long-term health problem or disability; number of people : 1 person in household with a long-term health problem or disability - Unit : Households,Dependent children : No dependent children - Long-term health problem or disability; number of people : 1 person in household with a long-term health problem or disability - Unit : Households
30511,E01011590,Leeds 039C,Lower Super Output Areas and Data Zones,LSOADZ,20,119
30512,E01011591,Leeds 052D,Lower Super Output Areas and Data Zones,LSOADZ,20,109
30513,E01011592,Leeds 039D,Lower Super Output Areas and Data Zones,LSOADZ,11,174
30514,E01011593,Leeds 039E,Lower Super Output Areas and Data Zones,LSOADZ,34,119
30515,E01011594,Leeds 062C,Lower Super Output Areas and Data Zones,LSOADZ,33,172
30516,E01011595,Leeds 066B,Lower Super Output Areas and Data Zones,LSOADZ,41,121
30517,E01011596,Leeds 062D,Lower Super Output Areas and Data Zones,LSOADZ,19,128
30518,E01011597,Leeds 066C,Lower Super Output Areas and Data Zones,LSOADZ,35,102
30519,E01011598,Leeds 062E,Lower Super Output Areas and Data Zones,LSOADZ,24,121
30520,E01011599,Leeds 066D,Lower Super Output Areas and Data Zones,LSOADZ,29,152
30521,E01011600,Leeds 079A,Lower Super Output Areas and Data Zones,LSOADZ,23,150
30522,E01011601,Leeds 079B,Lower Super Output Areas and Data Zones,LSOADZ,31,118
30523,E01011602,Leeds 076A,Lower Super Output Areas and Data Zones,LSOADZ,22,211
30524,E01011603,Leeds 076B,Lower Super Output Areas and Data Zones,LSOADZ,9,128
30525,E01011604,Leeds 079C,Lower Super Output Areas and Data Zones,LSOADZ,16,104
30526,E01011605,Leeds 076C,Lower Super Output Areas and Data Zones,LSOADZ,15,155
30527,E01011606,Leeds 076D,Lower Super Output Areas and Data Zones,LSOADZ,44,130
30528,E01011607,Leeds 079D,Lower Super Output Areas and Data Zones,LSOADZ,41,121
30529,E01011608,Leeds 068A,Lower Super Output Areas and Data Zones,LSOADZ,25,152
30530,E01011609,Leeds 068B,Lower Super Output Areas and Data Zones,LSOADZ,35,173
30531,E01011610,Leeds 068C,Lower Super Output Areas and Data Zones,LSOADZ,24,109
30532,E01011611,Leeds 068D,Lower Super Output Areas and Data Zones,LSOADZ,42,168
30533,E01011612,Leeds 079E,Lower Super Output Areas and Data Zones,LSOADZ,14,233
30534,E01011613,Leeds 076E,Lower Super Output Areas and Data Zones,LSOADZ,29,108
30535,E01011614,Leeds 068E,Lower Super Output Areas and Data Zones,LSOADZ,35,116
30536,E01011615,Leeds 070A,Lower Super Output Areas and Data Zones,LSOADZ,28,126
30537,E01011616,Leeds 072A,Lower Super Output Areas and Data Zones,LSOADZ,32,196
30538,E01011617,Leeds 070B,Lower Super Output Areas and Data Zones,LSOADZ,47,158
30539,E01011618,Leeds 070C,Lower Super Output Areas and Data Zones,LSOADZ,42,130
30540,E01011620,Leeds 072B,Lower Super Output Areas and Data Zones,LSOADZ,37,114
30541,E01011621,Leeds 070D,Lower Super Output Areas and Data Zones,LSOADZ,30,128
30542,E01011622,Leeds 072C,Lower Super Output Areas and Data Zones,LSOADZ,56,141
30543,E01011623,Leeds 075B,Lower Super Output Areas and Data Zones,LSOADZ,38,143
30544,E01011624,Leeds 072D,Lower Super Output Areas and Data Zones,LSOADZ,53,174
30545,E01011625,Leeds 075C,Lower Super Output Areas and Data Zones,LSOADZ,33,141
30546,E01011626,Leeds 075D,Lower Super Output Areas and Data Zones,LSOADZ,46,226
30547,E01011627,Leeds 098A,Lower Super Output Areas and Data Zones,LSOADZ,35,140
30548,E01011628,Leeds 098B,Lower Super Output Areas and Data Zones,LSOADZ,19,150
30549,E01011629,Leeds 098C,Lower Super Output Areas and Data Zones,LSOADZ,19,132
30550,E01011630,Leeds 100B,Lower Super Output Areas and Data Zones,LSOADZ,37,117
30551,E01011632,Leeds 098D,Lower Super Output Areas and Data Zones,LSOADZ,45,169
30552,E01011633,Leeds 098E,Lower Super Output Areas and Data Zones,LSOADZ,22,131
30553,E01011634,Leeds 100C,Lower Super Output Areas and Data Zones,LSOADZ,24,174
30554,E01011635,Leeds 097B,Lower Super Output Areas and Data Zones,LSOADZ,25,144
30555,E01011636,Leeds 100D,Lower Super Output Areas and Data Zones,LSOADZ,21,181
30556,E01011637,Leeds 097C,Lower Super Output Areas and Data Zones,LSOADZ,26,115
30557,E01011638,Leeds 097D,Lower Super Output Areas and Data Zones,LSOADZ,25,133
30558,E01011639,Leeds 100E,Lower Super Output Areas and Data Zones,LSOADZ,37,180
30559,E01011641,Leeds 032B,Lower Super Output Areas and Data Zones,LSOADZ,22,98
30560,E01011642,Leeds 032C,Lower Super Output Areas and Data Zones,LSOADZ,28,84
30561,E01011643,Leeds 037A,Lower Super Output Areas and Data Zones,LSOADZ,20,136
30562,E01011644,Leeds 037B,Lower Super Output Areas and Data Zones,LSOADZ,21,107
30563,E01011645,Leeds 032D,Lower Super Output Areas and Data Zones,LSOADZ,21,117
30564,E01011646,Leeds 037C,Lower Super Output Areas and Data Zones,LSOADZ,33,108
30565,E01011647,Leeds 037D,Lower Super Output Areas and Data Zones,LSOADZ,50,85
30566,E01011648,Leeds 037E,Lower Super Output Areas and Data Zones,LSOADZ,31,98
30567,E01011649,Leeds 022B,Lower Super Output Areas and Data Zones,LSOADZ,15,110
30568,E01011650,Leeds 020A,Lower Super Output Areas and Data Zones,LSOADZ,24,101
30569,E01011651,Leeds 020B,Lower Super Output Areas and Data Zones,LSOADZ,24,111
30570,E01011652,Leeds 024C,Lower Super Output Areas and Data Zones,LSOADZ,26,75
30571,E01011653,Leeds 020C,Lower Super Output Areas and Data Zones,LSOADZ,16,118
30572,E01011654,Leeds 024D,Lower Super Output Areas and Data Zones,LSOADZ,26,84
30573,E01011655,Leeds 020D,Lower Super Output Areas and Data Zones,LSOADZ,12,157
30574,E01011656,Leeds 035A,Lower Super Output Areas and Data Zones,LSOADZ,40,125
30575,E01011657,Leeds 035B,Lower Super Output Areas and Data Zones,LSOADZ,31,159
30576,E01011658,Leeds 040C,Lower Super Output Areas and Data Zones,LSOADZ,32,179
30577,E01011659,Leeds 035C,Lower Super Output Areas and Data Zones,LSOADZ,31,196
30578,E01011660,Leeds 040D,Lower Super Output Areas and Data Zones,LSOADZ,29,166
30579,E01011661,Leeds 035D,Lower Super Output Areas and Data Zones,LSOADZ,32,342
30580,E01011662,Leeds 040E,Lower Super Output Areas and Data Zones,LSOADZ,40,124
30581,E01011663,Leeds 050A,Lower Super Output Areas and Data Zones,LSOADZ,54,61
30582,E01011664,Leeds 050B,Lower Super Output Areas and Data Zones,LSOADZ,30,128
30583,E01011665,Leeds 050C,Lower Super Output Areas and Data Zones,LSOADZ,30,172
30584,E01011666,Leeds 061D,Lower Super Output Areas and Data Zones,LSOADZ,21,119
30585,E01011667,Leeds 050D,Lower Super Output Areas and Data Zones,LSOADZ,65,91
30586,E01011668,Leeds 110E,Lower Super Output Areas and Data Zones,LSOADZ,9,80
30587,E01011669,Leeds 110F,Lower Super Output Areas and Data Zones,LSOADZ,12,54
30588,E01011670,Leeds 055A,Lower Super Output Areas and Data Zones,LSOADZ,45,189
30589,E01011671,Leeds 055B,Lower Super Output Areas and Data Zones,LSOADZ,51,139
30590,E01011673,Leeds 064B,Lower Super Output Areas and Data Zones,LSOADZ,35,171
30591,E01011677,Leeds 064D,Lower Super Output Areas and Data Zones,LSOADZ,36,222
30592,E01011678,Leeds 063B,Lower Super Output Areas and Data Zones,LSOADZ,7,118
30593,E01011681,Leeds 063D,Lower Super Output Areas and Data Zones,LSOADZ,28,137
30594,E01011684,Leeds 019C,Lower Super Output Areas and Data Zones,LSOADZ,34,122
30595,E01011685,Leeds 109A,Lower Super Output Areas and Data Zones,LSOADZ,11,101
30596,E01011686,Leeds 033E,Lower Super Output Areas and Data Zones,LSOADZ,49,250
30597,E01011687,Leeds 109B,Lower Super Output Areas and Data Zones,LSOADZ,22,107
30598,E01011688,Leeds 031B,Lower Super Output Areas and Data Zones,LSOADZ,39,85
30599,E01011689,Leeds 031C,Lower Super Output Areas and Data Zones,LSOADZ,16,201
30600,E01011690,Leeds 109C,Lower Super Output Areas and Data Zones,LSOADZ,9,152
30601,E01011691,Leeds 031D,Lower Super Output Areas and Data Zones,LSOADZ,37,158
30602,E01011692,Leeds 109D,Lower Super Output Areas and Data Zones,LSOADZ,12,107
30603,E01011693,Leeds 109E,Lower Super Output Areas and Data Zones,LSOADZ,6,93
30604,E01011694,Leeds 109F,Lower Super Output Areas and Data Zones,LSOADZ,13,76
30605,E01011695,Leeds 019D,Lower Super Output Areas and Data Zones,LSOADZ,55,185
30606,E01011696,Leeds 006B,Lower Super Output Areas and Data Zones,LSOADZ,24,131
30607,E01011697,Leeds 002A,Lower Super Output Areas and Data Zones,LSOADZ,19,114
30608,E01011698,Leeds 001A,Lower Super Output Areas and Data Zones,LSOADZ,33,122
30609,E01011699,Leeds 001B,Lower Super Output Areas and Data Zones,LSOADZ,14,109
30610,E01011700,Leeds 002B,Lower Super Output Areas and Data Zones,LSOADZ,14,117
30611,E01011701,Leeds 001C,Lower Super Output Areas and Data Zones,LSOADZ,18,108
30612,E01011702,Leeds 001D,Lower Super Output Areas and Data Zones,LSOADZ,12,89
30613,E01011703,Leeds 001E,Lower Super Output Areas and Data Zones,LSOADZ,12,94
30614,E01011704,Leeds 002C,Lower Super Output Areas and Data Zones,LSOADZ,7,264
30615,E01011705,Leeds 002D,Lower Super Output Areas and Data Zones,LSOADZ,33,172
30616,E01011706,Leeds 006C,Lower Super Output Areas and Data Zones,LSOADZ,12,86
30617,E01011707,Leeds 005A,Lower Super Output Areas and Data Zones,LSOADZ,18,169
30618,E01011708,Leeds 006D,Lower Super Output Areas and Data Zones,LSOADZ,23,110
30619,E01011709,Leeds 005B,Lower Super Output Areas and Data Zones,LSOADZ,22,129
30620,E01011710,Leeds 005C,Lower Super Output Areas and Data Zones,LSOADZ,16,114
30621,E01011711,Leeds 005D,Lower Super Output Areas and Data Zones,LSOADZ,17,161
30622,E01011712,Leeds 005E,Lower Super Output Areas and Data Zones,LSOADZ,17,115
30623,E01011713,Leeds 006E,Lower Super Output Areas and Data Zones,LSOADZ,39,119
30624,E01011714,Leeds 029A,Lower Super Output Areas and Data Zones,LSOADZ,26,128
30625,E01011715,Leeds 022C,Lower Super Output Areas and Data Zones,LSOADZ,20,90
30626,E01011716,Leeds 029B,Lower Super Output Areas and Data Zones,LSOADZ,25,119
30627,E01011717,Leeds 029C,Lower Super Output Areas and Data Zones,LSOADZ,30,149
30628,E01011718,Leeds 029D,Lower Super Output Areas and Data Zones,LSOADZ,34,142
30629,E01011719,Leeds 022D,Lower Super Output Areas and Data Zones,LSOADZ,22,173
30630,E01011720,Leeds 029E,Lower Super Output Areas and Data Zones,LSOADZ,24,226
30631,E01011721,Leeds 041A,Lower Super Output Areas and Data Zones,LSOADZ,41,145
30632,E01011722,Leeds 041B,Lower Super Output Areas and Data Zones,LSOADZ,46,187
30633,E01011723,Leeds 041C,Lower Super Output Areas and Data Zones,LSOADZ,31,209
30634,E01011724,Leeds 041D,Lower Super Output Areas and Data Zones,LSOADZ,45,227
30635,E01011725,Leeds 078A,Lower Super Output Areas and Data Zones,LSOADZ,60,175
30636,E01011726,Leeds 080A,Lower Super Output Areas and Data Zones,LSOADZ,44,143
30637,E01011727,Leeds 080B,Lower Super Output Areas and Data Zones,LSOADZ,24,128
30638,E01011728,Leeds 080C,Lower Super Output Areas and Data Zones,LSOADZ,32,135
30639,E01011729,Leeds 078B,Lower Super Output Areas and Data Zones,LSOADZ,26,166
30640,E01011730,Leeds 078C,Lower Super Output Areas and Data Zones,LSOADZ,41,135
30641,E01011731,Leeds 081B,Lower Super Output Areas and Data Zones,LSOADZ,28,145
30642,E01011732,Leeds 081C,Lower Super Output Areas and Data Zones,LSOADZ,35,154
30643,E01011733,Leeds 081D,Lower Super Output Areas and Data Zones,LSOADZ,15,155
30644,E01011734,Leeds 083A,Lower Super Output Areas and Data Zones,LSOADZ,37,133
30645,E01011735,Leeds 078D,Lower Super Output Areas and Data Zones,LSOADZ,45,184
30646,E01011736,Leeds 083B,Lower Super Output Areas and Data Zones,LSOADZ,28,115
30647,E01011737,Leeds 083C,Lower Super Output Areas and Data Zones,LSOADZ,33,159
30648,E01011738,Leeds 083D,Lower Super Output Areas and Data Zones,LSOADZ,13,117
30649,E01011739,Leeds 080D,Lower Super Output Areas and Data Zones,LSOADZ,40,179
50939,E01032487,Leeds 097F,Lower Super Output Areas and Data Zones,LSOADZ,33,139
50940,E01032488,Leeds 097G,Lower Super Output Areas and Data Zones,LSOADZ,29,146
50941,E01032489,Leeds 102F,Lower Super Output Areas and Data Zones,LSOADZ,29,151
50942,E01032490,Leeds 102G,Lower Super Output Areas and Data Zones,LSOADZ,17,71
50943,E01032491,Leeds 102H,Lower Super Output Areas and Data Zones,LSOADZ,28,53
50944,E01032492,Leeds 102I,Lower Super Output Areas and Data Zones,LSOADZ,27,202
50945,E01032493,Leeds 033F,Lower Super Output Areas and Data Zones,LSOADZ,16,112
50946,E01032494,Leeds 033G,Lower Super Output Areas and Data Zones,LSOADZ,52,155
50947,E01032495,Leeds 105E,Lower Super Output Areas and Data Zones,LSOADZ,62,106
50948,E01032496,Leeds 105F,Lower Super Output Areas and Data Zones,LSOADZ,23,152
50949,E01032497,Leeds 099E,Lower Super Output Areas and Data Zones,LSOADZ,44,121
50950,E01032498,Leeds 099F,Lower Super Output Areas and Data Zones,LSOADZ,19,169
50951,E01032499,Leeds 067G,Lower Super Output Areas and Data Zones,LSOADZ,25,143
50952,E01032500,Leeds 067H,Lower Super Output Areas and Data Zones,LSOADZ,18,118
50953,E01032501,Leeds 017E,Lower Super Output Areas and Data Zones,LSOADZ,18,91
50954,E01032502,Leeds 017F,Lower Super Output Areas and Data Zones,LSOADZ,48,174
50955,E01032503,Leeds 007E,Lower Super Output Areas and Data Zones,LSOADZ,15,111
50956,E01032504,Leeds 007F,Lower Super Output Areas and Data Zones,LSOADZ,20,137
51054,E01032606,Leeds 067I,Lower Super Output Areas and Data Zones,LSOADZ,38,183
51055,E01032607,Leeds 067J,Lower Super Output Areas and Data Zones,LSOADZ,14,121
51056,E01032608,Leeds 067K,Lower Super Output Areas and Data Zones,LSOADZ,25,87
51302,E01032876,Leeds 109G,Lower Super Output Areas and Data Zones,LSOADZ,14,71
51366,E01032945,Leeds 044F,Lower Super Output Areas and Data Zones,LSOADZ,11,87
51367,E01032946,Leeds 110G,Lower Super Output Areas and Data Zones,LSOADZ,10,150
51422,E01033002,Leeds 055F,Lower Super Output Areas and Data Zones,LSOADZ,14,172
51423,E01033003,Leeds 055G,Lower Super Output Areas and Data Zones,LSOADZ,14,162
51424,E01033005,Leeds 055H,Lower Super Output Areas and Data Zones,LSOADZ,25,164
51425,E01033006,Leeds 063E,Lower Super Output Areas and Data Zones,LSOADZ,13,115
51426,E01033008,Leeds 111A,Lower Super Output Areas and Data Zones,LSOADZ,1,24
51427,E01033010,Leeds 111B,Lower Super Output Areas and Data Zones,LSOADZ,0,54
51428,E01033011,Leeds 111C,Lower Super Output Areas and Data Zones,LSOADZ,0,43
51429,E01033013,Leeds 082E,Lower Super Output Areas and Data Zones,LSOADZ,16,118
51430,E01033015,Leeds 111D,Lower Super Output Areas and Data Zones,LSOADZ,2,26
51431,E01033016,Leeds 111E,Lower Super Output Areas and Data Zones,LSOADZ,0,41
51432,E01033018,Leeds 112D,Lower Super Output Areas and Data Zones,LSOADZ,3,19
51433,E01033019,Leeds 112E,Lower Super Output Areas and Data Zones,LSOADZ,4,28
51434,E01033021,Leeds 075E,Lower Super Output Areas and Data Zones,LSOADZ,19,213
51444,E01033031,Leeds 064E,Lower Super Output Areas and Data Zones,LSOADZ,11,137
51445,E01033032,Leeds 082F,Lower Super Output Areas and Data Zones,LSOADZ,14,87
51446,E01033033,Leeds 075F,Lower Super Output Areas and Data Zones,LSOADZ,3,117
51447,E01033034,Leeds 075G,Lower Super Output Areas and Data Zones,LSOADZ,1,39
51448,E01033035,Leeds 064F,Lower Super Output Areas and Data Zones,LSOADZ,38,116
